Epoch,Layer,Node,WeightType,WeightIndex,WeightValue
17,0,2,output,1,1.0679
17,0,2,output,2,-7.05259
17,0,2,bias,0,-1.70744
17,1,0,input,0,3.18864e-84
17,1,0,input,1,1.50099
17,1,0,input,2,-1.70321
17,1,0,output,0,1.17557e-95
17,1,0,output,1,1.63749e-77
17,1,0,output,2,5.61394e-79
17,1,0,bias,0,-14.5888
17,1,1,input,0,0.737186
17,1,1,input,1,0.839166
17,1,1,input,2,1.0679
17,1,1,output,0,0.911153
17,1,1,output,1,0.762732
17,1,1,output,2,0.665282
17,1,1,bias,0,-0.545975
17,1,2,input,0,0.678916
17,1,2,input,1,0.459213
17,1,2,input,2,-7.05259
17,1,2,output,0,19.9294
17,1,2,output,1,0.993529
17,1,2,output,2,1.051
17,1,2,bias,0,23.4874
17,2,0,input,0,1.17557e-95
17,2,0,input,1,0.911153
17,2,0,input,2,19.9294
17,2,0,output,0,2.43956e-94
17,2,0,bias,0,-1958.68
17,2,1,input,0,1.63749e-77
17,2,1,input,1,0.762732
17,2,1,input,2,0.993529
17,2,1,output,0,2.00254e-22
17,2,1,bias,0,-68.6533
17,2,2,input,0,5.61394e-79
17,2,2,input,1,0.665282
17,2,2,input,2,1.051
17,2,2,output,0,7.51866e-20
17,2,2,bias,0,-69.5402
18,0,0,input,0,1
18,0,0,output,0,7.54248e-90
18,0,0,output,1,0.737186
18,0,0,output,2,0.678916
18,0,0,bias,0,-2.73771
18,0,1,input,0,-1
18,0,1,output,0,1.50099
18,0,1,output,1,0.839166
18,0,1,output,2,0.459213
18,0,1,bias,0,4.92048
18,0,2,input,0,-1
18,0,2,output,0,-1.70321
18,0,2,output,1,1.0679
18,0,2,output,2,-7.05259
18,0,2,bias,0,-1.70744
18,1,0,input,0,7.54248e-90
18,1,0,input,1,1.50099
18,1,0,input,2,-1.70321
18,1,0,output,0,1.2292e-101
18,1,0,output,1,6.81588e-83
18,1,0,output,2,1.76127e-84
18,1,0,bias,0,-14.5888
18,1,1,input,0,0.737186
18,1,1,input,1,0.839166
18,1,1,input,2,1.0679
18,1,1,output,0,0.911153
18,1,1,output,1,0.762732
18,1,1,output,2,0.665282
18,1,1,bias,0,-0.545975
18,1,2,input,0,0.678916
18,1,2,input,1,0.459213
18,1,2,input,2,-7.05259
18,1,2,output,0,19.9294
18,1,2,output,1,0.993529
18,1,2,output,2,1.051
18,1,2,bias,0,23.4874
18,2,0,input,0,1.2292e-101
18,2,0,input,1,0.911153
18,2,0,input,2,19.9294
18,2,0,output,0,5.20107e-100
18,2,0,bias,0,-1958.68
18,2,1,input,0,6.81588e-83
18,2,1,input,1,0.762732
18,2,1,input,2,0.993529
18,2,1,output,0,1.46257e-23
18,2,1,bias,0,-68.6533
18,2,2,input,0,1.76127e-84
18,2,2,input,1,0.665282
18,2,2,input,2,1.051
18,2,2,output,0,7.81277e-21
18,2,2,bias,0,-69.5402
19,0,0,input,0,1
19,0,0,output,0,1.78411e-95
19,0,0,output,1,0.737186
19,0,0,output,2,0.678916
19,0,0,bias,0,-2.73771
19,0,1,input,0,-1
19,0,1,output,0,1.50099
19,0,1,output,1,0.839166
19,0,1,output,2,0.459213
19,0,1,bias,0,4.92048
19,0,2,input,0,-1
19,0,2,output,0,-1.70321
19,0,2,output,1,1.0679
19,0,2,output,2,-7.05259
19,0,2,bias,0,-1.70744
19,1,0,input,0,1.78411e-95
19,1,0,input,1,1.50099
19,1,0,input,2,-1.70321
19,1,0,output,0,1.28529e-107
19,1,0,output,1,2.83705e-88
19,1,0,output,2,5.52564e-90
19,1,0,bias,0,-14.5888
19,1,1,input,0,0.737186
19,1,1,input,1,0.839166
19,1,1,input,2,1.0679
19,1,1,output,0,0.911153
19,1,1,output,1,0.762732
19,1,1,output,2,0.665282
19,1,1,bias,0,-0.545975
19,1,2,input,0,0.678916
19,1,2,input,1,0.459213
19,1,2,input,2,-7.05259
19,1,2,output,0,19.9294
19,1,2,output,1,0.993529
19,1,2,output,2,1.051
19,1,2,bias,0,23.4874
19,2,0,input,0,1.28529e-107
19,2,0,input,1,0.911153
19,2,0,input,2,19.9294
19,2,0,output,0,1.10885e-105
19,2,0,bias,0,-1958.68
19,2,1,input,0,2.83705e-88
19,2,1,input,1,0.762732
19,2,1,input,2,0.993529
19,2,1,output,0,1.06819e-24
19,2,1,bias,0,-68.6533
19,2,2,input,0,5.52564e-90
19,2,2,input,1,0.665282
19,2,2,input,2,1.051
19,2,2,output,0,8.11839e-22
19,2,2,bias,0,-69.5402
20,0,0,input,0,1
20,0,0,output,0,4.22018e-101
20,0,0,output,1,0.737186
20,0,0,output,2,0.678916
20,0,0,bias,0,-2.73771
20,0,1,input,0,-1
20,0,1,output,0,1.50099
20,0,1,output,1,0.839166
20,0,1,output,2,0.459213
20,0,1,bias,0,4.92048
20,0,2,input,0,-1
20,0,2,output,0,-1.70321
20,0,2,output,1,1.0679
20,0,2,output,2,-7.05259
20,0,2,bias,0,-1.70744
20,1,0,input,0,4.22018e-101
20,1,0,input,1,1.50099
20,1,0,input,2,-1.70321
20,1,0,output,0,1.34393e-113
20,1,0,output,1,1.18089e-93
20,1,0,output,2,1.73356e-95
20,1,0,bias,0,-14.5888
20,1,1,input,0,0.737186
20,1,1,input,1,0.839166
20,1,1,input,2,1.0679
20,1,1,output,0,0.911153
20,1,1,output,1,0.762732
20,1,1,output,2,0.665282
20,1,1,bias,0,-0.545975
20,1,2,input,0,0.678916
20,1,2,input,1,0.459213
20,1,2,input,2,-7.05259
20,1,2,output,0,19.9294
20,1,2,output,1,0.993529
20,1,2,output,2,1.051
20,1,2,bias,0,23.4874
20,2,0,input,0,1.34393e-113
20,2,0,input,1,0.911153
20,2,0,input,2,19.9294
20,2,0,output,0,2.36405e-111
20,2,0,bias,0,-1958.68
20,2,1,input,0,1.18089e-93
20,2,1,input,1,0.762732
20,2,1,input,2,0.993529
20,2,1,output,0,7.8016e-26
20,2,1,bias,0,-68.6533
20,2,2,input,0,1.73356e-95
20,2,2,input,1,0.665282
20,2,2,input,2,1.051
20,2,2,output,0,8.43597e-23
20,2,2,bias,0,-69.5402
21,0,0,input,0,1
21,0,0,output,0,9.98252e-107
21,0,0,output,1,0.737186
21,0,0,output,2,0.678916
21,0,0,bias,0,-2.73771
21,0,1,input,0,-1
21,0,1,output,0,1.50099
21,0,1,output,1,0.839166
21,0,1,output,2,0.459213
21,0,1,bias,0,4.92048
21,0,2,input,0,-1
21,0,2,output,0,-1.70321
21,0,2,output,1,1.0679
21,0,2,output,2,-7.05259
21,0,2,bias,0,-1.70744
21,1,0,input,0,9.98252e-107
21,1,0,input,1,1.50099
21,1,0,input,2,-1.70321
21,1,0,output,0,1.40524e-119
21,1,0,output,1,4.91536e-99
21,1,0,output,2,5.43873e-101
21,1,0,bias,0,-14.5888
21,1,1,input,0,0.737186
21,1,1,input,1,0.839166
21,1,1,input,2,1.0679
21,1,1,output,0,0.911153
21,1,1,output,1,0.762732
21,1,1,output,2,0.665282
21,1,1,bias,0,-0.545975
21,1,2,input,0,0.678916
21,1,2,input,1,0.459213
21,1,2,input,2,-7.05259
21,1,2,output,0,19.9294
21,1,2,output,1,0.993529
21,1,2,output,2,1.051
21,1,2,bias,0,23.4874
21,2,0,input,0,1.40524e-119
21,2,0,input,1,0.911153
21,2,0,input,2,19.9294
21,2,0,output,0,5.04009e-117
21,2,0,bias,0,-1958.68
21,2,1,input,0,4.91536e-99
21,2,1,input,1,0.762732
21,2,1,input,2,0.993529
21,2,1,output,0,5.69794e-27
21,2,1,bias,0,-68.6533
21,2,2,input,0,5.43873e-101
21,2,2,input,1,0.665282
21,2,2,input,2,1.051
21,2,2,output,0,8.76597e-24
21,2,2,bias,0,-69.5402
22,0,0,input,0,1
22,0,0,output,0,2.36129e-112
22,0,0,output,1,0.737186
22,0,0,output,2,0.678916
22,0,0,bias,0,-2.73771
22,0,1,input,0,-1
22,0,1,output,0,1.50099
22,0,1,output,1,0.839166
22,0,1,output,2,0.459213
22,0,1,bias,0,4.92048
22,0,2,input,0,-1
22,0,2,output,0,-1.70321
22,0,2,output,1,1.0679
22,0,2,output,2,-7.05259
22,0,2,bias,0,-1.70744
22,1,0,input,0,2.36129e-112
22,1,0,input,1,1.50099
22,1,0,input,2,-1.70321
22,1,0,output,0,1.46936e-125
22,1,0,output,1,2.04597e-104
22,1,0,output,2,1.7063e-106
22,1,0,bias,0,-14.5888
22,1,1,input,0,0.737186
22,1,1,input,1,0.839166
22,1,1,input,2,1.0679
22,1,1,output,0,0.911153
22,1,1,output,1,0.762732
22,1,1,output,2,0.665282
22,1,1,bias,0,-0.545975
22,1,2,input,0,0.678916
22,1,2,input,1,0.459213
22,1,2,input,2,-7.05259
22,1,2,output,0,19.9294
22,1,2,output,1,0.993529
22,1,2,output,2,1.051
22,1,2,bias,0,23.4874
22,2,0,input,0,1.46936e-125
22,2,0,input,1,0.911153
22,2,0,input,2,19.9294
22,2,0,output,0,1.07453e-122
22,2,0,bias,0,-1958.68
22,2,1,input,0,2.04597e-104
22,2,1,input,1,0.762732
22,2,1,input,2,0.993529
22,2,1,output,0,4.16152e-28
22,2,1,bias,0,-68.6533
22,2,2,input,0,1.7063e-106
22,2,2,input,1,0.665282
22,2,2,input,2,1.051
22,2,2,output,0,9.10888e-25
22,2,2,bias,0,-69.5402
23,0,0,input,0,1
23,0,0,output,0,5.58544e-118
23,0,0,output,1,0.737186
23,0,0,output,2,0.678916
23,0,0,bias,0,-2.73771
23,0,1,input,0,-1
23,0,1,output,0,1.50099
23,0,1,output,1,0.839166
23,0,1,output,2,0.459213
23,0,1,bias,0,4.92048
23,0,2,input,0,-1
23,0,2,output,0,-1.70321
23,0,2,output,1,1.0679
23,0,2,output,2,-7.05259
23,0,2,bias,0,-1.70744
23,1,0,input,0,5.58544e-118
23,1,0,input,1,1.50099
23,1,0,input,2,-1.70321
23,1,0,output,0,1.5364e-131
23,1,0,output,1,8.51616e-110
23,1,0,output,2,5.35319e-112
23,1,0,bias,0,-14.5888
23,1,1,input,0,0.737186
23,1,1,input,1,0.839166
23,1,1,input,2,1.0679
23,1,1,output,0,0.911153
23,1,1,output,1,0.762732
23,1,1,output,2,0.665282
23,1,1,bias,0,-0.545975
23,1,2,input,0,0.678916
23,1,2,input,1,0.459213
23,1,2,input,2,-7.05259
23,1,2,output,0,19.9294
23,1,2,output,1,0.993529
23,1,2,output,2,1.051
23,1,2,bias,0,23.4874
23,2,0,input,0,1.5364e-131
23,2,0,input,1,0.911153
23,2,0,input,2,19.9294
23,2,0,output,0,2.29088e-128
23,2,0,bias,0,-1958.68
23,2,1,input,0,8.51616e-110
23,2,1,input,1,0.762732
23,2,1,input,2,0.993529
23,2,1,output,0,3.03939e-29
23,2,1,bias,0,-68.6533
23,2,2,input,0,5.35319e-112
23,2,2,input,1,0.665282
23,2,2,input,2,1.051
23,2,2,output,0,9.4652e-26
23,2,2,bias,0,-69.5402
24,0,0,input,0,1
24,0,0,output,0,1.32119e-123
24,0,0,output,1,0.737186
24,0,0,output,2,0.678916
24,0,0,bias,0,-2.73771
24,0,1,input,0,-1
24,0,1,output,0,1.50099
24,0,1,output,1,0.839166
24,0,1,output,2,0.459213
24,0,1,bias,0,4.92048
24,0,2,input,0,-1
24,0,2,output,0,-1.70321
24,0,2,output,1,1.0679
24,0,2,output,2,-7.05259
24,0,2,bias,0,-1.70744
24,1,0,input,0,1.32119e-123
24,1,0,input,1,1.50099
24,1,0,input,2,-1.70321
24,1,0,output,0,1.6065e-137
24,1,0,output,1,3.54477e-115
24,1,0,output,2,1.67946e-117
24,1,0,bias,0,-14.5888
24,1,1,input,0,0.737186
24,1,1,input,1,0.839166
24,1,1,input,2,1.0679
24,1,1,output,0,0.911153
24,1,1,output,1,0.762732
24,1,1,output,2,0.665282
24,1,1,bias,0,-0.545975
24,1,2,input,0,0.678916
24,1,2,input,1,0.459213
24,1,2,input,2,-7.05259
24,1,2,output,0,19.9294
24,1,2,output,1,0.993529
24,1,2,output,2,1.051
24,1,2,bias,0,23.4874
24,2,0,input,0,1.6065e-137
24,2,0,input,1,0.911153
24,2,0,input,2,19.9294
24,2,0,output,0,4.88409e-134
24,2,0,bias,0,-1958.68
24,2,1,input,0,3.54477e-115
24,2,1,input,1,0.762732
24,2,1,input,2,0.993529
24,2,1,output,0,2.21984e-30
24,2,1,bias,0,-68.6533
24,2,2,input,0,1.67946e-117
24,2,2,input,1,0.665282
24,2,2,input,2,1.051
24,2,2,output,0,9.83546e-27
24,2,2,bias,0,-69.5402
25,0,0,input,0,1
25,0,0,output,0,3.12518e-129
25,0,0,output,1,0.737186
25,0,0,output,2,0.678916
25,0,0,bias,0,-2.73771
25,0,1,input,0,-1
25,0,1,output,0,1.50099
25,0,1,output,1,0.839166
25,0,1,output,2,0.459213
25,0,1,bias,0,4.92048
25,0,2,input,0,-1
25,0,2,output,0,-1.70321
25,0,2,output,1,1.0679
25,0,2,output,2,-7.05259
25,0,2,bias,0,-1.70744
25,1,0,input,0,3.12518e-129
25,1,0,input,1,1.50099
25,1,0,input,2,-1.70321
25,1,0,output,0,1.67979e-143
25,1,0,output,1,1.47548e-120
25,1,0,output,2,5.269e-123
25,1,0,bias,0,-14.5888
25,1,1,input,0,0.737186
25,1,1,input,1,0.839166
25,1,1,input,2,1.0679
25,1,1,output,0,0.911153
25,1,1,output,1,0.762732
25,1,1,output,2,0.665282
25,1,1,bias,0,-0.545975
25,1,2,input,0,0.678916
25,1,2,input,1,0.459213
25,1,2,input,2,-7.05259
25,1,2,output,0,19.9294
25,1,2,output,1,0.993529
25,1,2,output,2,1.051
25,1,2,bias,0,23.4874
25,2,0,input,0,1.67979e-143
25,2,0,input,1,0.911153
25,2,0,input,2,19.9294
25,2,0,output,0,1.04128e-139
25,2,0,bias,0,-1958.68
25,2,1,input,0,1.47548e-120
25,2,1,input,1,0.762732
25,2,1,input,2,0.993529
25,2,1,output,0,1.62127e-31
25,2,1,bias,0,-68.6533
25,2,2,input,0,5.269e-123
25,2,2,input,1,0.665282
25,2,2,input,2,1.051
25,2,2,output,0,1.02202e-27
25,2,2,bias,0,-69.5402
26,0,0,input,0,1
26,0,0,output,0,7.39236e-135
26,0,0,output,1,0.737186
26,0,0,output,2,0.678916
26,0,0,bias,0,-2.73771
26,0,1,input,0,-1
26,0,1,output,0,1.50099
26,0,1,output,1,0.839166
26,0,1,output,2,0.459213
26,0,1,bias,0,4.92048
26,0,2,input,0,-1
26,0,2,output,0,-1.70321
26,0,2,output,1,1.0679
26,0,2,output,2,-7.05259
26,0,2,bias,0,-1.70744
26,1,0,input,0,7.39236e-135
26,1,0,input,1,1.50099
26,1,0,input,2,-1.70321
26,1,0,output,0,1.75643e-149
26,1,0,output,1,6.14154e-126
26,1,0,output,2,1.65305e-128
26,1,0,bias,0,-14.5888
26,1,1,input,0,0.737186
26,1,1,input,1,0.839166
26,1,1,input,2,1.0679
26,1,1,output,0,0.911153
26,1,1,output,1,0.762732
26,1,1,output,2,0.665282
26,1,1,bias,0,-0.545975
26,1,2,input,0,0.678916
26,1,2,input,1,0.459213
26,1,2,input,2,-7.05259
26,1,2,output,0,19.9294
26,1,2,output,1,0.993529
26,1,2,output,2,1.051
26,1,2,bias,0,23.4874
26,2,0,input,0,1.75643e-149
26,2,0,input,1,0.911153
26,2,0,input,2,19.9294
26,2,0,output,0,2.21997e-145
26,2,0,bias,0,-1958.68
26,2,1,input,0,6.14154e-126
26,2,1,input,1,0.762732
26,2,1,input,2,0.993529
26,2,1,output,0,1.1841e-32
26,2,1,bias,0,-68.6533
26,2,2,input,0,1.65305e-128
26,2,2,input,1,0.665282
26,2,2,input,2,1.051
26,2,2,output,0,1.062e-28
26,2,2,bias,0,-69.5402
27,0,0,input,0,1
27,0,0,output,0,1.7486e-140
27,0,0,output,1,0.737186
27,0,0,output,2,0.678916
27,0,0,bias,0,-2.73771
27,0,1,input,0,-1
27,0,1,output,0,1.50099
27,0,1,output,1,0.839166
27,0,1,output,2,0.459213
27,0,1,bias,0,4.92048
27,0,2,input,0,-1
27,0,2,output,0,-1.70321
27,0,2,output,1,1.0679
27,0,2,output,2,-7.05259
27,0,2,bias,0,-1.70744
27,1,0,input,0,1.7486e-140
27,1,0,input,1,1.50099
27,1,0,input,2,-1.70321
27,1,0,output,0,1.83657e-155
27,1,0,output,1,2.55636e-131
27,1,0,output,2,5.18613e-134
27,1,0,bias,0,-14.5888
27,1,1,input,0,0.737186
27,1,1,input,1,0.839166
27,1,1,input,2,1.0679
27,1,1,output,0,0.911153
27,1,1,output,1,0.762732
27,1,1,output,2,0.665282
27,1,1,bias,0,-0.545975
27,1,2,input,0,0.678916
27,1,2,input,1,0.459213
27,1,2,input,2,-7.05259
27,1,2,output,0,19.9294
27,1,2,output,1,0.993529
27,1,2,output,2,1.051
27,1,2,bias,0,23.4874
27,2,0,input,0,1.83657e-155
27,2,0,input,1,0.911153
27,2,0,input,2,19.9294
27,2,0,output,0,4.73293e-151
27,2,0,bias,0,-1958.68
27,2,1,input,0,2.55636e-131
27,2,1,input,1,0.762732
27,2,1,input,2,0.993529
27,2,1,output,0,8.64817e-34
27,2,1,bias,0,-68.6533
27,2,2,input,0,5.18613e-134
27,2,2,input,1,0.665282
27,2,2,input,2,1.051
27,2,2,output,0,1.10354e-29
27,2,2,bias,0,-69.5402
28,0,0,input,0,1
28,0,0,output,0,4.13619e-146
28,0,0,output,1,0.737186
28,0,0,output,2,0.678916
28,0,0,bias,0,-2.73771
28,0,1,input,0,-1
28,0,1,output,0,1.50099
28,0,1,output,1,0.839166
28,0,1,output,2,0.459213
28,0,1,bias,0,4.92048
28,0,2,input,0,-1
28,0,2,output,0,-1.70321
28,0,2,output,1,1.0679
28,0,2,output,2,-7.05259
28,0,2,bias,0,-1.70744
28,1,0,input,0,4.13619e-146
28,1,0,input,1,1.50099
28,1,0,input,2,-1.70321
28,1,0,output,0,1.92036e-161
28,1,0,output,1,1.06406e-136
28,1,0,output,2,1.62705e-139
28,1,0,bias,0,-14.5888
28,1,1,input,0,0.737186
28,1,1,input,1,0.839166
28,1,1,input,2,1.0679
28,1,1,output,0,0.911153
28,1,1,output,1,0.762732
28,1,1,output,2,0.665282
28,1,1,bias,0,-0.545975
28,1,2,input,0,0.678916
28,1,2,input,1,0.459213
28,1,2,input,2,-7.05259
28,1,2,output,0,19.9294
28,1,2,output,1,0.993529
28,1,2,output,2,1.051
28,1,2,bias,0,23.4874
28,2,0,input,0,1.92036e-161
28,2,0,input,1,0.911153
28,2,0,input,2,19.9294
28,2,0,output,0,1.00905e-156
28,2,0,bias,0,-1958.68
28,2,1,input,0,1.06406e-136
28,2,1,input,1,0.762732
28,2,1,input,2,0.993529
28,2,1,output,0,6.31624e-35
28,2,1,bias,0,-68.6533
28,2,2,input,0,1.62705e-139
28,2,2,input,1,0.665282
28,2,2,input,2,1.051
28,2,2,output,0,1.14671e-30
28,2,2,bias,0,-69.5402
29,0,0,input,0,1
29,0,0,output,0,9.78383e-152
29,0,0,output,1,0.737186
29,0,0,output,2,0.678916
29,0,0,bias,0,-2.73771
29,0,1,input,0,-1
29,0,1,output,0,1.50099
29,0,1,output,1,0.839166
29,0,1,output,2,0.459213
29,0,1,bias,0,4.92048
29,0,2,input,0,-1
29,0,2,output,0,-1.70321
29,0,2,output,1,1.0679
29,0,2,output,2,-7.05259
29,0,2,bias,0,-1.70744
29,1,0,input,0,9.78383e-152
29,1,0,input,1,1.50099
29,1,0,input,2,-1.70321
29,1,0,output,0,2.00798e-167
29,1,0,output,1,4.42905e-142
29,1,0,output,2,5.10456e-145
29,1,0,bias,0,-14.5888
29,1,1,input,0,0.737186
29,1,1,input,1,0.839166
29,1,1,input,2,1.0679
29,1,1,output,0,0.911153
29,1,1,output,1,0.762732
29,1,1,output,2,0.665282
29,1,1,bias,0,-0.545975
29,1,2,input,0,0.678916
29,1,2,input,1,0.459213
29,1,2,input,2,-7.05259
29,1,2,output,0,19.9294
29,1,2,output,1,0.993529
29,1,2,output,2,1.051
29,1,2,bias,0,23.4874
29,2,0,input,0,2.00798e-167
29,2,0,input,1,0.911153
29,2,0,input,2,19.9294
29,2,0,output,0,2.15126e-162
29,2,0,bias,0,-1958.68
29,2,1,input,0,4.42905e-142
29,2,1,input,1,0.762732
29,2,1,input,2,0.993529
29,2,1,output,0,4.6131e-36
29,2,1,bias,0,-68.6533
29,2,2,input,0,5.10456e-145
29,2,2,input,1,0.665282
29,2,2,input,2,1.051
29,2,2,output,0,1.19157e-31
29,2,2,bias,0,-69.5402
